Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,27,PHO,NBA,PG,4,166,100%,,,,,-9.6,7.5,6,5,1,4,,0,0,115,4,1,4
2001-02,28,NJN,NBA,PG,20,803,100%,,,,,2.4,17.6,45,13,9,18,,5,0,398,30,8,18
2002-03,29,NJN,NBA,PG,20,852,98%,1%,,,,4.7,6.5,53,13,13,17,,6,0,349,33,6,22
2003-04,30,NJN,NBA,PG,11,474,94%,6%,,,,3.6,11.3,34,7,2,4,,0,0,214,16,3,6
2004-05,31,NJN,NBA,PG,4,182,66%,34%,,,,-14.0,-10.7,8,1,0,7,,0,0,64,3,1,2
2005-06,32,NJN,NBA,PG,11,450,100%,,,,,-1.9,-4.7,16,8,0,12,,0,0,233,8,1,11
2006-07,33,NJN,NBA,PG,12,484,99%,1%,,,,5.2,24.8,27,8,6,18,,1,0,285,7,0,5
2007-08,34,DAL,NBA,PG,5,180,100%,,,,,-5.1,21.5,6,3,0,5,,0,0,77,2,0,2
2008-09,35,DAL,NBA,PG,10,386,100%,,,,,0.6,9.0,16,3,1,20,,0,0,131,4,0,1
2009-10,36,DAL,NBA,PG,6,243,65%,17%,18%,,,2.8,20.1,7,2,0,4,,0,0,93,1,0,1
2010-11,37,DAL,NBA,PG,21,744,84%,13%,3%,,,10.3,11.7,41,13,2,16,4,1,0,348,4,1,7
2011-12,38,DAL,NBA,PG,4,144,64%,34%,2%,,,1.1,30.9,9,2,0,1,1,0,0,57,3,1,3
2012-13,39,NYK,NBA,SG,12,247,18%,78%,5%,,,-8.1,-19.8,11,2,0,7,1,0,0,59,0,0,1
