Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2001-02,18,WCAROLINA,28,913,196,405,73,191,154,186,,133,43,51,10,,,619,.484,.382,.828,32.6,22.1,4.8,1.5
2002-03,19,WCAROLINA,24,759,161,380,50,160,174,197,,91,43,33,12,,,546,.424,.313,.883,31.6,22.8,3.8,1.8
2003-04,20,WCAROLINA,27,843,208,439,51,152,206,252,,130,47,50,8,,,673,.474,.336,.817,31.2,24.9,4.8,1.7
