Player,Sim,1,2,3,4,5
Alec Burks,,3.2,1.7,1.5,1.5,1.0
Al Ferrari,92.9,3.3,1.9,1.4,1.4,0.9
John Battle,88.9,3.2,2.3,1.7,1.5,1.0
Beno Udrih,85.9,3.1,2.4,1.3,1.2,1.0
Quinton Ross,85.0,3.2,1.7,1.6,0.7,0.6
Clint Richardson,83.1,3.3,2.4,1.9,1.1,1.0
Randy Foye,82.5,3.1,2.3,2.2,1.7,1.1
John Salmons,82.4,3.6,2.1,1.7,1.4,0.6
George Dempsey,80.9,3.5,2.2,2.1,1.5,1.4
Mike Bratz,80.6,2.7,2.1,1.7,1.5,0.4
Larry Wright,80.3,3.5,2.7,1.8,1.4,1.2
