Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,22,HOU,NBA,PF,72,29,25.0,2.9,7.4,.399,0.4,1.7,.262,2.5,5.7,.440,.429,1.9,2.9,.660,2.0,4.0,6.1,1.6,0.8,0.3,1.6,2.3,8.3
2000-01,23,HOU,NBA,PF,74,21,24.6,2.8,6.3,.443,0.3,1.2,.272,2.4,5.0,.485,.470,1.2,1.7,.722,1.6,4.0,5.6,1.0,0.5,0.6,1.6,2.4,7.1
2001-02,24,HOU,NBA,PF,72,71,34.5,5.5,11.5,.478,0.0,0.2,.000,5.5,11.3,.487,.478,3.1,4.7,.664,2.2,5.0,7.2,1.9,1.2,0.9,2.0,2.7,14.1
2002-03,25,TOT,NBA,PF,66,42,30.0,3.9,8.5,.465,0.0,0.0,,3.9,8.5,.465,.465,2.2,3.0,.746,2.8,5.2,8.0,1.7,0.9,0.4,1.8,2.6,10.1
2002-03,25,HOU,NBA,PF,20,14,29.3,4.1,9.5,.432,0.0,0.0,,4.1,9.5,.432,.432,1.7,2.3,.733,2.3,4.6,6.9,2.0,0.8,0.3,2.0,2.5,9.9
2002-03,25,PHI,NBA,PF,46,28,30.3,3.9,8.0,.482,0.0,0.0,,3.9,8.0,.482,.482,2.5,3.3,.750,3.0,5.5,8.5,1.6,1.0,0.5,1.7,2.6,10.2
2003-04,26,PHI,NBA,PF,74,72,36.5,5.1,11.0,.469,0.0,0.1,.200,5.1,10.9,.470,.469,3.3,4.4,.752,3.5,6.6,10.1,1.5,1.1,0.4,2.3,3.0,13.6
2004-05,27,TOT,NBA,PF,73,58,29.7,5.0,10.7,.470,0.0,0.1,.200,5.0,10.6,.472,.471,2.4,3.1,.762,2.5,4.8,7.3,2.1,0.9,0.2,1.8,3.1,12.4
2004-05,27,PHI,NBA,PF,47,43,28.6,4.6,10.1,.456,0.0,0.1,.250,4.6,10.0,.458,.457,2.0,2.5,.798,2.3,4.3,6.6,1.6,0.9,0.1,1.8,3.2,11.3
2004-05,27,SAC,NBA,PF,26,15,31.7,5.8,11.7,.492,0.0,0.0,.000,5.8,11.7,.493,.492,3.0,4.2,.722,3.0,5.7,8.7,2.9,1.0,0.4,1.8,2.9,14.5
2005-06,28,SAC,NBA,PF,82,55,28.0,3.7,7.4,.505,0.0,0.0,.000,3.7,7.4,.506,.505,1.7,2.5,.676,2.4,5.1,7.5,2.0,0.9,0.5,1.6,2.4,9.1
2006-07,29,SAC,NBA,PF,62,53,22.8,2.4,4.9,.482,0.0,0.0,.000,2.4,4.9,.483,.482,0.6,1.2,.513,2.2,3.9,6.1,1.2,0.7,0.3,1.5,2.3,5.3
2007-08,30,SAC,NBA,PF,23,3,12.2,0.7,1.7,.421,0.0,0.0,,0.7,1.7,.421,.421,0.0,0.2,.000,0.8,1.9,2.7,0.6,0.3,0.0,0.9,1.7,1.4
2008-09,31,SAC,NBA,PF,8,0,7.8,0.4,1.0,.375,0.0,0.0,,0.4,1.0,.375,.375,0.0,0.0,,0.5,1.4,1.9,0.1,0.8,0.1,0.1,1.1,0.8
2009-10,32,SAC,NBA,PF,26,2,12.0,0.7,1.3,.486,0.0,0.0,,0.7,1.3,.486,.486,0.3,0.5,.583,1.3,2.0,3.3,0.6,0.4,0.4,0.7,1.6,1.6
