Player,Sim,1,2,3
Hamady N'Diaye,,0.1,0.0,0.0
Nate Bowman,28.7,0.1,0.0,0.0
Gary Leonard,22.4,0.1,0.0,0.0
Greg Kite,-6.3,0.1,0.1,0.0
Ruben Boumtje-Boumtje,-10.5,0.2,0.0,0.0
Keith Tower,-19.4,0.1,0.0,0.0
Dan O'Sullivan,-37.2,0.1,0.1,0.0
Chris Engler,-39.3,0.2,0.0,0.0
Joe Cooper,-46.9,0.2,0.1,0.0
Rich King,-49.3,0.2,0.1,0.0
Coby Dietrick,-58.0,0.3,0.1,0.0
