Player,Sim,1,2,3,4
Hamady N'Diaye,,0.1,0.0,0.0,
Gary Leonard,22.4,0.1,0.0,0.0,
Ruben Boumtje-Boumtje,-10.5,0.2,0.0,0.0,
Dan O'Sullivan,-41.2,0.1,0.1,0.0,0.0
Joe Cooper,-46.9,0.2,0.1,0.0,
Tom Riker,-59.9,0.2,0.2,0.0,
Oleksiy Pecherov,-69.0,0.5,0.1,0.0,
Patrick O'Bryant,-72.0,0.3,0.2,0.0,0.0
Geert Hammink,-76.3,0.0,0.0,0.0,
Alan Ogg,-77.7,0.5,0.3,0.0,
Robert Werdann,-80.3,0.2,0.0,-0.1,
