Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,148,2174,17.5,.571,.081,.441,8.9,20.1,14.4,6.8,2.3,2.4,8.7,17.3,,4.4,3.1,7.5,.166,,-0.7,1.7,1.0,1.6
3 seasons,,DAL,NBA,,143,2165,17.5,.570,.081,.442,8.9,20.2,14.4,6.8,2.2,2.4,8.6,17.2,,4.4,3.1,7.5,.166,,-0.7,1.7,1.0,1.6
1 season,,BOS,NBA,,5,9,34.9,.765,.000,.400,0.0,12.3,6.1,0.0,11.1,0.0,25.4,38.3,,0.0,0.0,0.0,.138,,-0.5,1.5,1.0,0.0
