Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,23,CHH,NBA,PG,3,1,85,13,31,.419,5,13,.385,8,18,.444,.500,0,0,,5,5,10,6,2,0,2,10,31
1999-00,26,SAC,NBA,PG,5,0,101,18,41,.439,3,5,.600,15,36,.417,.476,17,23,.739,11,7,18,7,3,0,8,11,56
2000-01,27,PHO,NBA,SG,4,0,114,18,43,.419,4,10,.400,14,33,.424,.465,7,11,.636,5,11,16,4,3,0,5,7,47
2001-02,28,BOS,NBA,SG,14,0,227,23,65,.354,13,33,.394,10,32,.313,.454,7,12,.583,8,26,34,16,8,5,15,13,66
2002-03,29,BOS,NBA,PG,10,10,368,54,114,.474,22,49,.449,32,65,.492,.570,28,32,.875,5,42,47,36,12,4,13,24,158
2003-04,30,DAL,NBA,SG,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,1,0,0,0,0
2005-06,32,DET,NBA,PG,16,0,138,19,47,.404,3,15,.200,16,32,.500,.436,7,10,.700,4,14,18,8,6,0,4,14,48
