Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,20,DEN,NBA,C,62,1103,.446,4.9,.995,.480,.402,.023,.089,.005,.449,.582,.312,.333,.382,.000,.673,.055,17,,.500,.000,0,0
2015-16,21,DEN,NBA,C,32,547,.417,4.5,.988,.483,.397,.041,.066,.012,.423,.496,.344,.300,.438,.000,.743,.045,11,,.000,,0,0
2016-17,22,DEN,NBA,C,42,767,.511,3.8,1.000,.630,.289,.018,.060,.000,.511,.587,.415,.400,.235,,.634,.106,28,,,,0,0
