Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,22,WAS,NBA,SG,75,1158,,86%,14%,,,-8.6,-11.6,22,33,39,55,,13,,142,58,10,26
2008-09,23,WAS,NBA,SG,82,1837,2%,92%,7%,,,-4.9,+6.3,24,36,32,63,,8,,203,79,15,33
2009-10,24,WAS,NBA,SG,74,1421,,92%,8%,,,-3.0,+3.9,19,17,20,70,,8,,103,57,7,20
2010-11,25,WAS,NBA,SG,64,2034,1%,78%,21%,,,-8.0,+0.2,21,32,37,74,,18,,164,92,17,30
2011-12,26,TOT,NBA,SG,62,1729,,57%,42%,1%,,-7.5,-8.1,21,30,32,0,,0,,125,0,14,37
2011-12,26,WAS,NBA,SG,40,1211,,65%,35%,,,-10.6,-7.5,15,23,21,37,,12,,101,53,11,26
2011-12,26,LAC,NBA,SG,22,518,,39%,60%,1%,,+0.3,-3.1,6,7,11,23,,5,,24,18,3,11
2012-13,27,PHI,NBA,SG,59,1411,19%,71%,10%,,,-5.3,-2.6,14,23,13,39,,7,4,188,59,12,18
2013-14,28,LAL,NBA,SG,64,1810,3%,40%,56%,,,-1.9,+7.7,38,36,21,68,4,10,8,217,122,34,35
2014-15,29,LAL,NBA,SG,42,1000,,29%,70%,1%,,-2.8,+5.8,12,19,13,32,1,6,5,89,54,15,15
2015-16,30,LAL,NBA,SG,54,1033,,26%,74%,,,-9.9,+0.5,10,13,7,20,1,3,1,78,27,2,10
2016-17,31,LAL,NBA,SG,45,1195,3%,69%,27%,1%,,-5.5,+2.2,1,17,9,54,3,3,6,103,28,7,7
