Player,Sim,1,2,3,4,5,6
Zendon Hamilton,,1.8,1.1,0.1,0.1,0.0,0.0
Rudy Macklin,84.0,1.8,1.4,0.1,,,
Derrick Alston,83.6,1.7,1.0,-0.1,,,
Hank Whitney,80.0,1.8,1.1,0.5,,,
Ron Bonham,80.0,1.8,0.7,0.2,,,
Kenny Battle,80.0,1.9,1.3,0.3,0.1,,
Joey Dorsey,79.7,1.9,0.8,0.1,0.0,,
Derrick Chievous,78.4,1.6,1.2,-0.1,,,
Mickael Gelabale,78.0,1.5,1.3,0.2,,,
Chris McNealy,77.8,1.6,0.8,0.2,,,
Joel Freeland,76.4,1.6,1.4,0.2,,,
