Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,88,1755,.406,15.5,.542,.292,.029,.073,.148,.458,.505,.652,.364,.464,.263,.290,.629,.068,23,.980,.455,.275,3,0
5 seasons,,OKC,NBA,,69,1453,.397,15.6,.522,.295,.029,.067,.131,.478,.509,.674,.222,.381,.268,.275,.675,.074,20,.976,.463,.261,3,0
1 season,,ATL,NBA,,10,203,.478,13.6,.587,.370,.043,.065,.109,.413,.556,.588,1.000,.667,.200,.368,.467,.065,3,1.000,.368,.286,0,0
1 season,,CHI,NBA,,9,99,.385,17.7,.692,.115,.000,.154,.423,.308,.389,.333,,.750,.273,.375,.429,.000,0,1.000,.500,.500,0,0
