Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,22,CHI,NBA,SG,71,4,868,4.5,10.6,.426,0.6,1.7,.357,3.9,8.9,.439,1.0,1.9,.511,1.5,4.9,6.3,2.5,1.4,0.5,2.5,4.1,10.6
2007-08,23,CHI,NBA,SG,69,22,1436,4.5,10.6,.428,0.7,2.2,.330,3.8,8.3,.453,1.9,2.6,.721,1.3,5.1,6.4,3.2,1.5,0.8,2.3,3.2,11.6
2008-09,24,TOT,NBA,SF-SG,66,36,1453,3.8,8.8,.426,0.6,2.2,.276,3.2,6.7,.474,1.5,1.8,.836,1.3,4.7,6.0,2.8,1.9,1.1,1.6,2.6,9.6
2008-09,24,CHI,NBA,SF,43,14,735,3.9,8.9,.434,0.7,2.4,.300,3.1,6.5,.485,1.0,1.2,.840,1.3,4.8,6.0,3.2,1.7,0.9,1.8,2.4,9.5
2008-09,24,OKC,NBA,SG,23,22,718,3.7,8.8,.417,0.5,1.9,.243,3.2,6.9,.464,2.0,2.4,.833,1.4,4.6,6.0,2.3,2.0,1.3,1.4,2.7,9.8
2009-10,25,OKC,NBA,SG,82,82,2348,3.0,6.8,.440,0.6,2.0,.313,2.3,4.8,.494,0.9,1.4,.674,1.2,4.8,5.9,2.2,1.5,0.7,1.4,2.4,7.5
2010-11,26,OKC,NBA,SG,79,79,2049,2.8,5.9,.471,0.5,1.8,.275,2.3,4.1,.558,1.0,1.4,.747,1.1,4.9,6.1,2.0,1.7,0.7,1.0,3.0,7.0
2011-12,27,OKC,NBA,SG,42,42,914,2.6,6.1,.432,1.2,2.8,.437,1.4,3.3,.429,1.5,1.7,.884,0.8,4.2,5.0,1.9,1.5,0.7,1.6,3.1,8.0
2012-13,28,OKC,NBA,SG,81,81,2229,3.6,7.5,.481,1.7,4.2,.419,1.9,3.4,.558,0.9,1.1,.826,0.9,4.2,5.1,2.0,1.7,0.7,1.0,2.9,9.9
2013-14,29,OKC,NBA,SG,61,61,1584,3.2,7.7,.415,1.1,3.5,.316,2.1,4.3,.495,1.2,1.6,.768,1.1,3.9,5.0,2.1,1.8,0.4,1.2,2.0,8.7
2014-15,30,ATL,NBA,SF,52,7,976,3.8,9.2,.418,0.9,2.9,.321,2.9,6.3,.462,1.7,2.1,.776,2.0,6.3,8.2,2.8,2.0,0.8,1.4,2.5,10.3
2015-16,31,ATL,NBA,SF,75,11,1758,3.8,7.6,.505,0.9,2.5,.339,3.0,5.1,.589,1.3,2.0,.626,1.1,5.8,6.8,2.2,1.7,0.8,1.4,2.2,9.8
2016-17,32,ATL,NBA,SF,44,29,1137,4.2,9.2,.457,0.8,2.5,.329,3.4,6.6,.505,1.4,1.8,.772,1.1,4.9,6.0,2.2,2.3,0.7,1.3,2.1,10.6
