Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,23,GSW,NBA,PG,32,368,.426,14.4,.743,.238,.099,.139,.267,.257,.453,.542,.100,.571,.444,.346,.382,.000,0,.889,.308,.500,0,0
2008-09,24,GSW,NBA,PG,77,1883,.457,14.8,.786,.210,.114,.103,.359,.214,.473,.576,.453,.345,.455,.400,.330,.004,1,.917,.442,.547,4,1
2009-10,25,GSW,NBA,PG,65,1788,.468,15.1,.725,.231,.078,.089,.328,.275,.527,.689,.390,.468,.462,.310,.455,.004,2,.933,.400,.293,1,0
2010-11,26,CHI,NBA,PG,82,1091,.371,16.9,.716,.150,.091,.076,.398,.284,.362,.475,.250,.367,.344,.393,.255,.003,1,.841,.223,.440,1,0
2011-12,27,CHI,NBA,PG,49,1159,.368,17.5,.604,.151,.105,.048,.300,.396,.352,.424,.326,.429,.313,.393,.280,.000,0,.691,.179,.516,4,0
2012-13,28,BRK,NBA,PG,80,1521,.418,17.1,.534,.179,.089,.065,.200,.466,.424,.524,.244,.400,.424,.411,.471,.000,0,.886,.393,.464,0,0
2013-14,29,IND,NBA,PG,63,1193,.437,16.5,.566,.234,.060,.063,.210,.434,.492,.590,.350,.429,.443,.366,.387,.000,0,.830,.310,.422,1,0
2014-15,30,IND,NBA,PG,57,1422,.434,17.1,.580,.177,.089,.086,.228,.420,.459,.608,.324,.417,.411,.400,.315,.000,0,.771,.269,.340,2,0
2015-16,31,ORL,NBA,PG,33,656,.343,15.8,.650,.197,.102,.102,.248,.350,.371,.481,.357,.571,.206,.292,.424,.000,0,.929,.292,.643,2,0
2016-17,32,ORL,NBA,PG,39,613,.359,16.5,.577,.197,.063,.120,.197,.423,.402,.429,.556,.412,.321,.300,.485,.000,0,.667,.267,.188,0,0
