Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2007-08,23,GSW,NBA,PG,32,368,11.0,.519,.257,.287,3.6,5.8,4.7,12.8,2.0,0.0,13.7,15.1,,0.3,0.1,0.4,.056,,-1.8,-1.9,-3.6,-0.2
2008-09,24,GSW,NBA,PG,77,1883,14.2,.564,.214,.343,2.3,8.8,5.5,16.2,2.5,0.1,12.5,16.8,,2.7,0.6,3.3,.084,,0.5,-1.5,-1.1,0.4
2009-10,25,GSW,NBA,PG,65,1788,13.8,.555,.275,.314,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16.0,,2.2,0.9,3.1,.082,,0.2,-0.7,-0.4,0.7
2010-11,26,CHI,NBA,PG,82,1091,12.8,.466,.284,.236,1.8,8.1,5.0,26.9,2.7,0.8,14.4,21.4,,0.2,2.0,2.1,.093,,-1.9,-0.3,-2.2,0.0
2011-12,27,CHI,NBA,PG,49,1159,13.3,.491,.396,.238,2.1,7.9,5.1,27.2,2.1,0.5,16.7,22.8,,0.8,1.8,2.6,.109,,0.4,-0.5,-0.1,0.5
2012-13,28,BRK,NBA,PG,80,1521,13.9,.544,.466,.198,2.9,8.4,5.6,17.2,2.3,0.6,12.1,17.2,,2.5,1.3,3.8,.120,,1.6,-0.5,1.0,1.2
2013-14,29,IND,NBA,PG,63,1193,13.0,.555,.434,.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,,1.1,2.1,3.2,.130,,-0.3,0.8,0.5,0.7
2014-15,30,IND,NBA,PG,57,1422,15.4,.581,.420,.400,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,,2.2,1.8,4.0,.135,,1.4,0.1,1.5,1.3
2015-16,31,ORL,NBA,PG,33,656,8.6,.461,.350,.285,1.7,9.6,5.6,18.1,1.4,0.6,14.0,12.1,,0.2,0.4,0.6,.047,,-2.5,-0.8,-3.3,-0.2
2016-17,32,ORL,NBA,PG,40,645,9.5,.507,.419,.318,1.7,8.2,4.9,14.8,2.0,0.1,12.5,13.3,,0.3,0.5,0.8,.056,,-2.3,-0.7,-3.1,-0.2
