Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,23,GSW,NBA,PG,32,368,100%,,,,,+1.4,-0.7,9,4,5,10,,0,,86,7,1,8
2008-09,24,GSW,NBA,PG,77,1883,100%,,,,,-2.4,+3.0,40,28,24,55,,15,,469,64,16,27
2009-10,25,GSW,NBA,PG,65,1788,100%,,,,,-0.0,+6.8,34,17,18,56,,8,,423,70,21,22
2010-11,26,CHI,NBA,PG,82,1091,99%,1%,,,,+7.4,-1.1,41,17,15,32,,9,,418,42,6,28
2011-12,27,CHI,NBA,PG,49,1159,96%,4%,,,,+1.8,-12.2,51,25,21,43,,12,,441,43,3,25
2012-13,28,BRK,NBA,PG,80,1521,100%,,,,,+0.6,-2.2,34,17,18,51,,8,5,373,35,10,22
2013-14,29,IND,NBA,PG,63,1193,100%,,,,,+6.5,+2.6,27,11,22,30,3,6,3,246,27,2,16
2014-15,30,IND,NBA,PG,57,1422,100%,,,,,-0.9,-1.6,60,25,15,34,5,8,9,468,46,8,17
2015-16,31,ORL,NBA,PG,33,656,66%,33%,1%,,,-3.2,-1.9,10,8,7,28,2,3,3,204,14,4,3
2016-17,32,ORL,NBA,PG,39,613,64%,36%,,,,-5.2,+0.8,3,20,1,21,1,1,1,154,14,6,7
