Player,Sim,1,2,3
Gustavo Ayon,,3.2,1.2,0.7
Bismack Biyombo,93.4,3.2,1.4,0.6
Zeljko Rebraca,92.7,3.3,1.3,0.5
Robin Lopez,87.3,3.2,1.5,1.1
Ervin Johnson,85.6,3.9,1.3,0.7
Jake Tsakalidis,85.1,2.8,1.3,0.9
Alex Len,84.0,3.4,1.3,0.2
Joel Anthony,84.0,3.1,1.7,0.6
Mel Counts,83.9,2.9,1.5,1.0
Jim McIlvaine,81.9,3.0,1.8,0.8
Jack Toomay,79.1,3.6,1.6,1.1
