Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,27,SAS,NBA,SG,1,0,22:00,3,6,.500,0,2,.000,2,2,1.000,2,3,1,1,1,3,3,8
2010-11,33,SAS,NBA,SG,1,0,20:43,2,7,.286,0,3,.000,3,4,.750,1,3,5,3,0,2,3,7
