Player,Sim,1,2,3
Alex Len,,3.4,1.3,0.2
Zeljko Rebraca,91.4,3.3,1.3,0.5
Bismack Biyombo,88.8,3.2,1.4,0.6
Hank Finkel,85.5,3.4,0.9,0.0
Gustavo Ayon,84.0,3.2,1.2,0.7
Rasho Nesterovic,82.4,3.0,1.5,0.0
Nat Clifton,81.5,3.3,1.6,-0.4
Len Elmore,81.5,3.4,2.2,0.0
Ervin Johnson,80.9,3.9,1.3,0.7
Sam Lacey,79.8,2.7,1.2,0.3
Joel Anthony,79.5,3.1,1.7,0.6
