Season,Team,Lg,Salary
2010-11,Golden State Warriors,NBA,"$762,195"
2011-12,Charlotte Bobcats,NBA,"$2,500,000"
2012-13,Charlotte Bobcats,NBA,"$2,612,500"
2013-14,Houston Rockets,NBA,"$947,907"
2014-15,San Antonio Spurs,NBA,"$125,104"
