Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,23,GSW,NBA,SF,24,782,,17%,60%,22%,2%,-3.3,+0.5,11,10,8,25,,4,,158,27,12,10
2010-11,24,GSW,NBA,SF,80,1626,1%,64%,34%,,,-2.5,+0.4,26,16,15,58,,9,,283,58,15,22
2011-12,25,CHA,NBA,SF,33,747,,80%,19%,,,-19.4,-4.9,18,10,5,15,,3,,130,21,8,11
2012-13,26,CHA,NBA,SF,40,380,18%,29%,52%,2%,,-5.7,+4.8,14,4,1,10,,0,1,89,7,0,2
2013-14,27,OKC,NBA,SF,3,17,,100%,,,,-9.3,-16.1,1,1,0,0,0,0,0,2,0,0,0
2014-15,28,SAS,NBA,SF,20,105,,18%,77%,5%,,-16.7,-23.8,1,1,0,6,1,0,0,22,2,2,1
2016-17,30,NOP,NBA,SF,5,63,,23%,63%,14%,,-7.6,-4.9,0,0,0,1,1,0,0,9,3,0,0
