Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,24,TOT,NBA,PF,11,89,,,7%,87%,5%,-11.4,-11.5,1,1,3,0,,0,,2,0,0,4
2006-07,24,UTA,NBA,PF,1,2,,,,100%,,+13.3,+10.1,0,0,0,0,,0,,0,0,0,0
2006-07,24,PHI,NBA,PF,10,87,,,8%,87%,5%,-12.4,-9.3,1,1,3,11,,0,,2,4,0,4
2007-08,25,PHI,NBA,PF,16,64,,,,62%,38%,-3.6,-3.8,1,1,0,8,,0,,0,4,1,2
2008-09,26,PHO,NBA,PF,76,1044,,,,72%,28%,+2.8,+1.0,19,22,15,85,,5,,61,57,16,26
2009-10,27,PHO,NBA,PF,79,1168,,,14%,80%,6%,+4.8,-0.9,18,14,25,97,,11,,69,58,14,35
2010-11,28,GSW,NBA,PF,46,691,,,12%,80%,8%,-6.0,-4.0,5,11,8,49,,6,,37,38,9,16
2011-12,29,IND,NBA,PF,60,753,,,,11%,89%,-2.5,-7.5,15,13,17,69,,6,,32,35,6,31
2012-13,30,TOT,NBA,PF,39,372,,,3%,33%,65%,-11.8,-10.1,3,6,10,0,,0,0,22,0,4,11
2012-13,30,MIN,NBA,PF,20,161,,,,37%,63%,-17.7,-16.1,3,3,5,15,,4,0,6,8,2,5
2012-13,30,CHI,NBA,PF,1,2,,,,100%,,-100.0,-100.7,0,0,0,0,,0,0,0,0,0,0
2012-13,30,NOH,NBA,PF,18,209,,,5%,29%,66%,-6.6,-2.1,0,3,5,12,,3,0,16,7,2,6
2013-14,31,TOT,NBA,PF,19,185,,,,88%,12%,-6.2,-6.1,3,2,9,0,0,0,0,16,0,0,5
2013-14,31,NOP,NBA,PF,18,184,,,,88%,12%,-5.1,-2.7,3,2,9,28,0,7,0,16,6,0,5
2013-14,31,CHI,NBA,PF,1,1,,,,100%,,-133.3,-135.5,0,0,0,0,0,0,0,0,0,0,0
2014-15,32,TOT,NBA,PF,53,937,,,,85%,15%,-19.0,-24.0,25,15,22,0,0,0,0,151,0,7,27
2014-15,32,CLE,NBA,PF,12,79,,,,93%,7%,-19.0,-24.0,0,2,1,7,0,1,0,11,3,1,2
2014-15,32,NYK,NBA,PF,41,858,,,,84%,16%,-7.1,+4.1,25,13,19,59,4,15,0,140,38,6,25
2015-16,33,NYK,NBA,PF,29,204,,,,65%,35%,-9.8,-7.3,4,5,6,22,1,4,0,25,13,5,3
