Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,428,42,5507,6.0,12.8,.474,0.0,0.0,.000,6.0,12.7,.475,2.5,5.6,.444,6.0,8.4,14.4,1.8,1.4,2.9,2.8,7.8,14.6,,100,106
2 seasons,,PHO,NBA,,155,0,2212,6.5,11.9,.544,0.0,0.0,.000,6.5,11.9,.546,2.7,5.5,.494,5.8,8.2,14.0,1.3,1.3,3.1,2.6,7.3,15.7,,110,108
2 seasons,,NYK,NBA,,70,35,1062,6.1,14.6,.419,0.0,0.0,.000,6.1,14.6,.420,2.6,5.4,.477,5.5,9.1,14.7,3.8,1.3,2.9,3.6,7.8,14.8,,91,106
1 season,,IND,NBA,,60,0,753,6.3,14.5,.430,0.0,0.0,,6.3,14.5,.430,2.5,5.8,.427,6.6,9.0,15.6,1.0,1.9,3.1,3.2,8.8,15.0,,92,99
1 season,,GSW,NBA,,46,7,691,6.1,13.4,.454,0.0,0.0,,6.1,13.4,.454,2.5,6.4,.391,5.9,7.6,13.6,1.2,1.0,2.4,1.8,6.4,14.7,,101,110
2 seasons,,"NOH,NOP",NBA,,36,0,393,4.6,10.0,.459,0.0,0.0,,4.6,10.0,.459,1.9,5.4,.350,7.0,8.3,15.3,1.9,2.4,2.3,3.0,10.3,11.1,,96,106
2 seasons,,PHI,NBA,,26,0,151,4.9,10.9,.452,0.0,0.0,,4.9,10.9,.452,2.1,6.0,.353,7.0,7.0,14.0,0.4,0.7,3.2,2.5,9.8,11.9,,95,106
1 season,,MIN,NBA,,20,0,161,4.5,12.2,.368,0.0,0.0,,4.5,12.2,.368,1.3,6.4,.200,7.4,7.7,15.1,1.0,2.2,1.9,3.5,8.3,10.3,,77,103
1 season,,CLE,NBA,,12,0,79,2.6,7.9,.333,0.0,0.0,,2.6,7.9,.333,2.0,3.3,.600,3.3,9.9,13.2,3.3,0.7,0.0,3.3,7.2,7.2,,84,107
2 seasons,,CHI,NBA,,2,0,3,0.0,17.8,.000,0.0,0.0,,0.0,17.8,.000,0.0,0.0,,17.8,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,,59,112
1 season,,UTA,NBA,,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116
