Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,428,5507,.474,4.0,.998,.632,.225,.093,.045,.002,.475,.562,.305,.307,.419,.000,.665,.126,156,,.000,,3,0
2 seasons,,PHO,NBA,,155,2212,.544,3.1,.996,.726,.162,.067,.042,.004,.546,.599,.376,.400,.500,.000,.699,.158,76,,.000,,2,0
2 seasons,,NYK,NBA,,70,1062,.419,5.3,.997,.503,.294,.125,.064,.003,.420,.483,.333,.324,.421,.000,.661,.061,17,,.000,,1,0
1 season,,IND,NBA,,60,753,.430,4.7,1.000,.570,.256,.150,.024,.000,.430,.534,.302,.258,.400,,.629,.130,22,,,,0,0
1 season,,GSW,NBA,,46,691,.454,4.3,1.000,.617,.230,.087,.066,.000,.454,.575,.190,.313,.417,,.566,.082,15,,,,0,0
2 seasons,,"NOH,NOP",NBA,,36,393,.459,3.2,1.000,.703,.257,.027,.014,.000,.459,.577,.211,.000,.000,,.735,.257,16,,,,0,0
2 seasons,,PHI,NBA,,26,151,.452,2.1,1.000,.774,.129,.097,.000,.000,.452,.542,.250,.000,,,.786,.097,3,,,,0,0
1 season,,MIN,NBA,,20,161,.368,5.0,1.000,.526,.316,.079,.079,.000,.368,.600,.167,.000,.000,,.500,.158,6,,,,0,0
1 season,,CLE,NBA,,12,79,.333,3.6,1.000,.500,.500,.000,.000,.000,.333,.333,.333,,,,.750,.167,1,,,,0,0
2 seasons,,CHI,NBA,,2,3,.000,1.0,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,,0,0
1 season,,UTA,NBA,,1,2,,,,,,,,,,,,,,,,,0,,,,0,0
