Player,Sim,1,2,3,4,5
Justin Holiday,,1.3,0.6,-0.1,,
Bobby Washington,81.6,1.5,0.7,0.0,,
Byron Irvin,78.8,1.2,0.9,0.0,,
Vonteego Cummings,78.0,1.3,0.6,0.2,,
Jerry Rullo,74.6,1.5,0.6,0.0,-0.1,
Sundiata Gaines,74.2,1.0,0.5,-0.1,,
Phil Rollins,73.9,1.1,0.7,0.1,,
Nick Jones,72.9,1.3,0.7,0.2,0.0,-0.2
Salim Stoudamire,72.5,1.2,0.8,0.3,,
Brooks Thompson,72.0,1.1,0.6,0.2,0.1,
Stan Pietkiewicz,71.6,1.0,0.6,0.0,,
