Player,Sim,1,2,3
Justin Holiday,,1.3,0.6,-0.1
Norris Cole,89.9,1.2,0.6,0.0
Ernie DiGregorio,86.9,1.2,0.6,0.1
Jerry Rullo,85.6,1.5,0.6,-0.1
Tommy Kron,81.8,1.3,0.8,-0.3
Bobby Washington,81.6,1.5,0.7,0.0
Marco Belinelli,80.9,1.2,0.5,0.0
Bobby Lewis,79.6,1.0,0.7,-0.1
Brooks Thompson,79.5,1.1,0.6,0.1
Pep Saul,79.4,1.5,0.6,
Byron Irvin,78.8,1.2,0.9,0.0
