Player,Sim,1,2,3,4,5,6,7,8,9,10
Mike Wilks,,0.8,0.7,0.6,0.5,0.2,0.0,-0.3,,,
Mitchell Butler,61.5,1.1,0.6,0.5,0.5,0.3,0.1,0.1,-0.2,,
Rodney Buford,61.1,0.8,0.8,0.8,0.6,-0.2,,,,,
Reggie Jordan,60.1,1.2,0.8,0.6,0.4,0.3,-0.2,,,,
Morlon Wiley,58.5,1.1,0.9,0.5,0.2,0.1,0.1,-0.2,,,
Shawn Respert,58.2,0.8,0.7,0.5,0.1,,,,,,
Pearl Washington,52.3,0.7,0.7,0.5,,,,,,,
Keith McLeod,51.5,0.8,0.6,0.3,0.2,,,,,,
Steve Alford,50.6,1.4,0.9,0.6,0.3,,,,,,
Royal Ivey,48.2,1.0,0.9,0.7,0.6,0.5,0.3,0.2,0.2,0.2,0.0
John Warren,47.4,1.7,0.9,0.8,0.5,0.3,,,,,
