Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,23,TOT,NBA,PG-SG,46,688,64%,36%,,,,-1.1,-0.4,15,6,7,0,,0,,204,0,1,11
2002-03,23,ATL,NBA,SG,15,364,32%,68%,,,,-0.3,+3.9,9,4,3,17,,2,,95,11,1,6
2002-03,23,MIN,NBA,PG,31,324,100%,,,,,-2.0,-4.8,6,2,4,18,,1,,109,5,0,5
2003-04,24,HOU,NBA,PG,26,145,100%,,,,,+9.5,+7.9,4,3,0,6,,0,,43,6,0,5
2004-05,25,SAS,NBA,PG,48,278,100%,,,,,-10.2,-20.5,10,4,0,10,,0,,74,5,0,5
2005-06,26,TOT,NBA,PG,47,348,100%,,,,,+0.5,+0.9,12,6,6,0,,0,,78,0,1,11
2005-06,26,CLE,NBA,PG,37,243,100%,,,,,-6.2,-9.4,7,4,4,10,,0,,44,1,0,9
2005-06,26,SEA,NBA,PG,10,105,100%,,,,,+15.1,+18.9,5,2,2,2,,0,,34,11,1,2
2006-07,27,SEA,NBA,PG,47,534,100%,,,,,+0.8,+4.7,19,4,8,22,,2,,189,15,3,9
2007-08,28,TOT,NBA,PG,15,188,100%,,,,,-3.0,-1.0,6,2,1,0,,0,,34,0,0,5
2007-08,28,DEN,NBA,PG,8,122,100%,,,,,+2.5,-1.1,3,1,1,3,,0,,15,1,0,3
2007-08,28,WAS,NBA,PG,4,44,100%,,,,,-2.7,-2.2,1,0,0,1,,0,,7,0,0,1
2007-08,28,SEA,NBA,PG,3,22,100%,,,,,-33.3,-24.4,2,1,0,1,,0,,12,1,0,1
2009-10,30,OKC,NBA,PG,4,59,100%,,,,,-29.6,-34.3,2,1,1,3,,0,,9,2,0,1
