Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,31,TOR,NBA,SG,6,240,.419,17.0,.677,.145,.032,.210,.290,.323,.429,.111,1.000,.385,.556,.400,.500,.016,0,.875,.450,.444,1,0
2007-08,32,TOR,NBA,SG,5,196,.408,17.0,.653,.163,.082,.041,.367,.347,.469,.375,1.000,1.000,.333,.294,.733,.041,2,.800,.588,.400,0,0
2009-10,34,CLE,NBA,SG,11,331,.469,19.4,.313,.109,.109,.016,.078,.688,.500,.571,.429,.000,.600,.455,.700,.016,1,1.000,.477,.524,0,0
