Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,21,CHA,NBA,PG,72,1908,100%,,,,,-1.1,+0.6,73,32,14,58,,7,,564,79,9,56
2009-10,22,CHA,NBA,PG,80,1472,100%,,,,,+0.7,-1.4,52,14,8,45,,7,,428,43,8,49
2010-11,23,CHA,NBA,PG,82,2757,100%,,,,,-5.7,-3.7,84,42,29,62,,17,,1114,93,26,81
2011-12,24,CHA,NBA,PG,48,1408,100%,,,,,-15.4,+0.5,65,20,25,23,,15,,659,36,5,42
2012-13,25,IND,NBA,PG,76,1226,100%,,,,,-1.7,-9.5,42,15,11,23,,7,3,383,21,0,29
2013-14,26,TOT,NBA,PG,71,1939,100%,,,,,+1.3,-2.0,70,29,26,0,0,0,0,699,0,12,60
2013-14,26,TOR,NBA,PG,10,82,100%,,,,,-7.9,-11.8,2,4,3,4,1,0,0,25,1,0,3
2013-14,26,CHI,NBA,PG,61,1857,100%,,,,,+1.8,-0.6,68,25,23,53,1,12,6,674,64,12,57
2014-15,27,TOT,NBA,PG,82,1964,98%,2%,,,,-3.6,-3.2,82,41,22,0,0,0,0,827,0,12,50
2014-15,27,DET,NBA,PG,54,1287,97%,3%,,,,-3.6,-3.2,64,32,14,21,1,6,4,618,56,11,38
2014-15,27,OKC,NBA,PG,28,677,100%,,,,,+0.2,-2.2,18,9,8,11,2,3,3,209,12,1,12
2015-16,28,TOT,NBA,PG,62,1178,100%,,,,,-1.1,+2.4,32,36,16,0,0,0,0,445,0,10,32
2015-16,28,OKC,NBA,PG,34,519,100%,,,,,-1.2,-9.6,17,5,8,23,0,2,3,145,12,1,12
2015-16,28,DEN,NBA,PG,28,659,100%,,,,,-1.1,+2.4,15,31,8,17,1,6,6,300,35,9,20
2016-17,29,ORL,NBA,PG,50,1025,100%,,,,,-9.7,-6.7,10,40,9,24,3,8,4,363,34,7,26
