Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,28,530,.331,16.4,.500,.256,.075,.069,.100,.500,.313,.366,.167,.364,.250,.350,.120,.000,0,.821,.325,.231,1,0
1 season,,IND,NBA,,19,316,.380,19.0,.324,.239,.028,.028,.028,.676,.348,.294,.000,1.000,.500,.396,.250,.000,0,.895,.375,.278,1,0
1 season,,CHI,NBA,,5,141,.292,13.8,.639,.278,.139,.111,.111,.361,.304,.400,.200,.125,.375,.269,.071,.000,0,.571,.269,.000,0,0
1 season,,CHA,NBA,,4,73,.294,16.2,.647,.235,.000,.059,.353,.353,.273,.500,,1.000,.000,.333,.000,.000,0,1.000,.167,1.000,0,0
