Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,21,MIL,NBA,PF,82,2348,,,,72%,28%,+1.5,+6.8,63,26,36,150,,15,,433,84,22,59
2006-07,22,MIL,NBA,C,66,2258,,,,,100%,-3.2,+3.6,69,37,44,102,,14,,433,88,21,47
2007-08,23,MIL,NBA,C,78,2720,,,,,100%,-7.0,+1.8,68,49,55,163,,15,,436,146,29,61
2008-09,24,MIL,NBA,C,36,1124,,,,,100%,+4.1,+7.5,23,33,30,65,,18,,158,45,12,25
2009-10,25,MIL,NBA,C,69,2229,,,,,100%,+5.4,+7.8,41,44,46,132,,28,,302,114,33,64
2010-11,26,MIL,NBA,C,65,2297,,,,,100%,+0.1,+2.4,49,28,48,116,,22,,297,89,15,36
2011-12,27,MIL,NBA,C,12,364,,,,,100%,+2.6,+2.7,11,8,5,16,,2,,70,11,3,4
2012-13,28,GSW,NBA,C,32,786,,,,,100%,+1.4,+0.4,14,8,13,46,,11,0,150,12,3,16
2013-14,29,GSW,NBA,C,67,1769,,,,,100%,+9.3,+7.7,42,15,39,108,2,29,3,263,24,6,14
2014-15,30,GSW,NBA,C,67,1583,,,,,100%,+16.6,+9.5,53,21,32,92,3,27,1,425,20,10,19
2015-16,31,GSW,NBA,C,70,1451,,,,,100%,+14.0,+4.6,43,19,21,102,5,15,8,392,12,2,7
2016-17,32,DAL,NBA,C,25,565,,,,,100%,-2.4,+0.8,5,21,15,32,9,14,4,114,3,1,2
