Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,21,MIL,NBA,PF,5,172,.435,6.3,1.000,.522,.130,.152,.196,.000,.435,.583,.667,.143,.111,,.750,.152,6,,,,0,0
2012-13,28,GSW,NBA,C,12,327,.582,3.4,1.000,.612,.358,.015,.015,.000,.582,.732,.375,.000,.000,,.769,.239,15,,,,0,0
2014-15,30,GSW,NBA,C,19,440,.560,3.4,.987,.667,.267,.027,.027,.013,.568,.720,.250,.500,.000,.000,.738,.267,18,,.000,,0,0
2015-16,31,GSW,NBA,C,22,365,.623,3.5,.974,.675,.234,.065,.000,.026,.640,.731,.389,.600,,.000,.688,.234,16,,.000,,0,0
