Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,29,DET,NBA,C,5,69,.455,6.7,1.000,.273,.455,.273,.000,.000,.455,.667,.400,.333,,,.600,.000,0,,,,0,0
2002-03,30,DET,NBA,C,4,29,.353,6.4,1.000,.235,.471,.294,.000,.000,.353,.750,.250,.200,,,.667,.059,0,,,,0,0
2005-06,33,LAC,NBA,C,3,22,.333,4.7,1.000,.667,.000,.333,.000,.000,.333,.500,,.000,,,1.000,.000,0,,,,0,0
