Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2005-06,21,CHA,NBA,PG,80,54,2406,7.4,18.9,.391,2.1,5.8,.358,5.3,13.1,.405,3.4,4.7,.725,1.6,4.0,5.7,9.5,2.2,0.2,3.9,3.9,20.2,,100,109
2006-07,22,CHA,NBA,PG,78,75,2832,7.2,18.9,.384,1.9,5.7,.330,5.3,13.1,.407,3.8,4.7,.797,0.9,4.0,4.9,10.0,2.2,0.2,4.2,3.3,20.1,,98,109
2007-08,23,CHA,NBA,PG,79,79,2972,7.2,17.5,.413,1.0,3.5,.280,6.3,14.0,.447,4.6,5.7,.800,0.7,3.5,4.2,10.3,1.7,0.2,3.7,3.2,20.1,,104,112
2008-09,24,CHA,NBA,PG,82,81,3086,7.8,19.1,.408,1.0,3.6,.285,6.7,15.4,.437,3.9,4.8,.805,1.0,4.5,5.5,9.7,2.2,0.5,4.0,3.4,20.5,,101,107
2009-10,25,CHA,NBA,PG,80,80,2643,7.8,17.0,.459,1.2,3.1,.385,6.6,13.9,.475,2.7,3.5,.763,1.1,4.7,5.8,9.0,2.5,0.4,3.4,3.5,19.5,,107,103
2010-11,26,TOT,NBA,PG-SG,75,54,2737,7.8,18.4,.425,2.1,6.0,.353,5.7,12.4,.460,3.6,4.4,.805,0.9,4.1,4.9,11.5,2.3,0.2,4.1,2.8,21.4,,108,111
2010-11,26,NYK,NBA,PG,54,54,2074,8.2,19.4,.423,2.1,6.5,.328,6.1,12.9,.471,3.8,4.4,.867,1.0,3.7,4.7,11.8,2.3,0.3,4.3,2.7,22.4,,108,111
2010-11,26,DEN,NBA,SG,21,0,663,6.7,15.5,.431,2.1,4.6,.459,4.5,10.8,.420,2.8,4.5,.617,0.6,5.1,5.7,10.4,2.1,0.0,3.4,2.8,18.3,,108,108
2011-12,27,POR,NBA,PG,60,56,1906,7.2,17.7,.407,1.7,5.6,.305,5.5,12.1,.453,2.8,3.4,.806,0.7,3.4,4.1,10.8,2.2,0.3,4.7,3.4,18.9,,99,109
2012-13,28,NYK,NBA,PG,68,68,2313,8.7,20.4,.427,2.1,6.0,.360,6.6,14.4,.455,2.3,3.0,.789,1.2,3.3,4.5,8.6,2.2,0.3,3.6,3.0,21.9,,105,108
2013-14,29,NYK,NBA,PG,65,65,2017,6.3,16.0,.395,1.6,5.1,.318,4.7,10.9,.431,2.3,3.2,.721,1.4,3.8,5.2,9.6,2.1,0.7,3.4,4.1,16.6,,103,111
2014-15,30,DAL,NBA,PG,29,3,281,7.7,19.0,.406,1.8,6.1,.294,5.9,12.9,.458,2.2,2.7,.800,0.4,4.3,4.7,7.4,2.0,0.7,3.2,3.1,19.4,,98,108
2015-16,31,DAL,NBA,PG,80,31,2192,6.4,15.8,.406,1.4,4.9,.282,5.0,10.9,.463,3.5,4.1,.847,0.8,5.2,6.0,6.6,1.6,0.3,2.8,3.3,17.7,,102,108
2016-17,32,LAC,NBA,PG,48,10,1076,7.1,16.1,.440,1.7,4.6,.360,5.4,11.5,.472,1.4,1.8,.795,1.0,5.1,6.1,5.6,1.9,0.8,2.5,4.1,17.3,,103,109
