Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,25,GSW,NBA,C,43,1038,.401,5.6,.994,.338,.487,.134,.035,.006,.404,.538,.346,.238,.545,.000,.548,.057,18,,.000,,0,0
2001-02,26,GSW,NBA,C,73,1740,.435,4.8,1.000,.388,.477,.092,.044,.000,.435,.656,.288,.295,.381,,.512,.106,43,,,,0,0
2002-03,27,GSW,NBA,C,82,1978,.496,3.9,.996,.500,.402,.075,.019,.004,.498,.659,.338,.333,.300,.000,.405,.157,77,,.000,,2,0
2003-04,28,GSW,NBA,C,74,2403,.535,3.1,.997,.617,.295,.069,.015,.003,.537,.666,.323,.289,.600,.000,.534,.185,113,,.000,,2,0
2004-05,29,DAL,NBA,C,59,1609,.550,2.9,.992,.670,.240,.054,.027,.008,.555,.614,.420,.500,.400,.000,.683,.223,72,,.333,.000,0,0
2005-06,30,DAL,NBA,C,82,1934,.493,1.7,1.000,.752,.228,.017,.003,.000,.493,.521,.430,.167,.000,,.468,.176,48,,,,0,0
2006-07,31,DAL,NBA,C,76,1915,.626,1.2,1.000,.790,.207,.003,.000,.000,.626,.689,.391,.000,,,.670,.284,89,,,,0,0
2007-08,32,DAL,NBA,C,72,1755,.643,1.2,1.000,.845,.141,.014,.000,.000,.643,.688,.410,.250,,,.652,.271,72,,,,0,0
2008-09,33,DAL,NBA,C,80,1836,.650,1.4,1.000,.821,.139,.032,.007,.000,.650,.713,.359,.333,.500,,.643,.261,70,,,,0,0
2009-10,34,DAL,NBA,C,55,1280,.624,2.1,.986,.808,.131,.038,.009,.014,.629,.651,.536,.625,.000,.333,.644,.169,32,1.000,.333,1.000,1,0
2010-11,35,MIA,NBA,C,51,815,.584,3.8,.989,.708,.225,.034,.022,.011,.591,.683,.400,.333,.000,.000,.712,.281,23,,.000,,1,0
2011-12,36,ATL,NBA,C,15,83,.125,2.4,1.000,.750,.250,.000,.000,.000,.125,.167,.000,,,,.000,.000,0,,,,0,0
