Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1993-94,18,MISSST,29,678,133,226,,,78,159,,251,23,17,65,70,82,344,.588,,.491,23.4,11.9,8.7,0.8
1994-95,19,MISSST,30,853,153,239,,,87,146,,291,28,25,78,80,99,393,.640,,.596,28.4,13.1,9.7,0.9
1995-96,20,MISSST,34,1112,195,354,,,104,170,,317,77,16,106,93,86,494,.551,,.612,32.7,14.5,9.3,2.3
