Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,GSW,NBA,C,43,1038,,,,,100%,-13.3,-4.9,27,31,24,67,,14,,132,53,4,45
2001-02,26,GSW,NBA,C,73,1740,,,,,100%,-6.6,-1.2,28,62,66,132,,35,,192,96,28,59
2002-03,27,GSW,NBA,C,82,1978,,,,,100%,-3.9,-5.6,27,42,43,141,,19,,136,96,22,45
2003-04,28,GSW,NBA,C,74,2403,,,,,100%,-0.6,+0.4,24,53,54,117,,29,,144,142,23,59
2004-05,29,DAL,NBA,C,59,1609,,,,,100%,+9.7,+5.8,24,34,44,115,,23,,118,103,20,44
2005-06,30,DAL,NBA,C,82,1934,,,,1%,99%,+6.4,-0.3,25,15,75,158,,37,,122,97,21,51
2006-07,31,DAL,NBA,C,76,1915,,,,,100%,+11.9,+7.3,26,21,60,131,,28,,100,89,19,26
2007-08,32,DAL,NBA,C,72,1755,,,,,100%,+5.4,+0.5,12,18,50,138,,25,,140,71,15,32
2008-09,33,DAL,NBA,C,80,1836,,,,,100%,+2.1,-0.6,26,18,30,118,,12,,180,65,16,26
2009-10,34,DAL,NBA,C,55,1280,,,,,100%,+6.2,+4.9,19,15,27,99,,12,,75,45,7,26
2010-11,35,MIA,NBA,C,51,815,,,,,100%,+7.4,-1.6,11,4,17,45,,7,,48,16,5,10
2011-12,36,ATL,NBA,C,15,83,,,,7%,93%,+5.2,+1.4,1,0,2,4,,2,,8,0,1,2
