Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,400,112,8420,1273,2951,.431,230,783,.294,1043,2168,.481,.470,873,1228,.711,348,1286,1634,279,194,106,383,503,3649
3 seasons,,MIN,NBA,,155,71,3496,562,1338,.420,104,349,.298,458,989,.463,.459,342,483,.708,176,591,767,85,78,72,184,231,1570
2 seasons,,SAC,NBA,,141,21,3120,404,913,.442,73,240,.304,331,673,.492,.482,306,439,.697,109,390,499,105,78,20,126,172,1187
1 season,,NYK,NBA,,80,9,1435,254,565,.450,44,150,.293,210,415,.506,.488,194,256,.758,47,249,296,75,29,9,61,69,746
1 season,,MIA,NBA,,24,11,369,53,135,.393,9,44,.205,44,91,.484,.426,31,50,.620,16,56,72,14,9,5,12,31,146
