Season,Team,Lg,Salary
2011-12,Minnesota Timberwolves,NBA,"$4,602,720"
2012-13,Minnesota Timberwolves,NBA,"$4,947,840"
2013-14,Minnesota Timberwolves,NBA,"$5,016,960"
2014-15,Sacramento Kings,NBA,"$6,331,404"
2015-16,New York Knicks,NBA,"$4,900,000"
