Offensive Rebounds
2000-01 NBA 257 (8th)
2001-02 NBA 273 (4th)
2002-03 NBA 243 (9th)
2004-05 NBA 266 (6th)
Career NBA 3002 (28th)
Career 3002 (32nd)
