Player,Sim,1,2,3,4
Jared Cunningham,,0.1,0.1,0.0,0.0
Awvee Storey,57.7,0.2,0.1,0.0,
Jimmy Oliver,51.2,0.2,0.2,0.0,-0.1
Mike Price,42.6,0.2,0.2,0.1,
Ira Bowman,35.4,0.1,0.1,0.0,
Archie Goodwin,31.7,0.2,0.2,0.1,
Jay Arnette,19.2,0.1,0.1,-0.1,
Anthony Roberson,16.2,0.2,0.2,0.1,
Randy Woods,9.4,0.3,0.2,0.1,0.1
Malcolm Lee,8.0,0.4,0.1,0.0,
Julyan Stone,6.9,0.4,0.2,0.1,
