Player,Sim,1,2,3
Shane Larkin,,1.7,1.4,-0.1
Will Bynum,91.0,1.9,1.3,-0.1
Billy Shepherd,90.3,1.7,1.3,-0.3
Anthony Carter,90.0,1.7,1.4,0.2
Fred LaCour,89.5,1.7,1.7,-0.1
Rasual Butler,89.0,1.7,1.6,0.1
Juan Dixon,86.4,2.0,1.4,0.1
Raja Bell,86.3,1.7,1.1,-0.1
Rashad McCants,86.1,1.7,1.6,-0.3
Eric Maynor,85.7,1.9,1.5,0.1
Fred Carter,85.2,1.8,1.3,-0.3
