Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,24,MIL,NBA,C,49,760,,,,4%,96%,-2.4,-3.6,5,10,12,74,,5,,21,25,4,5
2003-04,25,MIL,NBA,C,75,1260,,,,5%,95%,+2.8,+2.1,13,16,16,109,,4,,62,55,17,17
2004-05,26,MIL,NBA,C,81,1783,,,,,100%,-1.5,+3.2,28,18,35,137,,18,,68,97,28,35
2005-06,27,MIL,NBA,C,74,885,,,,9%,91%,-1.9,-0.9,11,6,18,107,,14,,56,45,17,22
2006-07,28,MIL,NBA,C,54,840,,,,13%,87%,-5.4,-0.8,5,17,27,83,,14,,61,42,8,16
2007-08,29,MIL,NBA,C,51,534,,,1%,23%,77%,-7.3,+0.3,8,15,11,55,,4,,24,26,3,7
2008-09,30,MIL,NBA,C,67,941,,,,2%,98%,-2.0,-0.9,15,6,20,102,,10,,87,30,6,15
2009-10,31,MIL,NBA,C,32,314,,,,2%,98%,+6.3,+4.8,3,5,7,42,,6,,29,14,8,11
2010-11,32,TOT,NBA,C-PF,42,463,,,,36%,64%,-7.2,-2.5,6,8,15,0,,0,,34,0,5,9
2010-11,32,GSW,NBA,C,28,297,,,,16%,84%,-7.5,-5.1,3,6,12,28,,8,,26,6,2,7
2010-11,32,NJN,NBA,PF,14,166,,,,73%,27%,-6.7,+0.4,3,2,3,18,,2,,8,7,3,2
2011-12,33,NYK,NBA,C,2,13,,,19%,23%,58%,-8.0,-11.4,0,0,1,3,,1,,0,1,0,1
