Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2002-03,24,MIL,NBA,C,49,760,11.2,.498,.007,.386,10.1,20.3,15.2,1.8,1.5,5.1,13.7,12.0,,0.4,0.7,1.2,.075,,-3.5,0.7,-2.9,-0.2
2003-04,25,MIL,NBA,C,75,1260,17.0,.529,.003,.338,11.4,19.8,15.6,3.7,2.1,6.1,10.1,16.0,,1.7,2.0,3.7,.141,,-0.8,2.6,1.8,1.2
2004-05,26,MIL,NBA,C,81,1783,18.1,.551,.000,.441,17.0,27.4,22.2,2.7,1.4,4.4,13.1,15.8,,2.8,2.4,5.2,.140,,-0.8,0.8,-0.1,0.9
2005-06,27,MIL,NBA,C,74,885,17.2,.550,.003,.288,12.0,19.3,15.6,4.9,1.5,3.9,9.1,19.8,,1.3,1.1,2.5,.134,,-1.2,0.1,-1.0,0.2
2006-07,28,MIL,NBA,C,54,840,11.9,.482,.004,.395,13.0,21.6,17.2,5.3,1.4,2.9,15.5,17.0,,0.1,0.7,0.8,.043,,-3.5,-0.3,-3.8,-0.4
2007-08,29,MIL,NBA,C,51,534,10.7,.443,.006,.409,14.2,17.7,15.9,3.2,2.0,3.5,15.8,18.2,,-0.4,0.4,0.1,.006,,-4.9,-0.7,-5.6,-0.5
2008-09,30,MIL,NBA,C,67,941,12.2,.495,.008,.279,11.4,21.0,16.0,6.5,1.8,3.8,13.0,15.0,,0.4,1.4,1.8,.094,,-3.0,2.4,-0.6,0.3
2009-10,31,MIL,NBA,C,32,314,10.5,.440,.000,.281,13.1,20.5,16.6,6.0,1.5,3.3,13.0,16.6,,-0.1,0.6,0.5,.077,,-4.5,2.2,-2.4,0.0
2010-11,32,TOT,NBA,C-PF,42,463,9.9,.419,.008,.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,,-0.3,0.4,0.1,.014,,-4.6,0.6,-4.0,-0.2
2010-11,32,GSW,NBA,C,28,297,10.2,.419,.011,.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,,-0.2,0.2,0.1,.013,,-3.7,0.4,-3.3,-0.1
2010-11,32,NJN,NBA,PF,14,166,9.1,.417,.000,.317,12.5,22.7,17.4,2.9,1.0,5.1,14.6,15.3,,-0.2,0.2,0.1,.015,,-6.2,1.0,-5.2,-0.1
2011-12,33,NYK,NBA,C,2,13,-4.3,.000,.000,1.000,8.8,35.9,22.2,0.0,4.0,6.1,25.8,13.4,,-0.1,0.0,0.0,-0.169,,-16.8,2.7,-14.0,0.0
