Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2002-03,24,MIL,NBA,C,49,30,760,4.9,10.1,.483,0.0,0.1,.000,4.9,10.1,.486,2.0,3.9,.518,4.6,9.2,13.8,0.6,1.5,3.6,1.9,8.7,11.8,,103,104
2003-04,25,MIL,NBA,C,75,0,1260,7.6,14.5,.524,0.0,0.0,.000,7.6,14.5,.526,2.4,4.9,.492,5.2,9.2,14.4,1.2,2.1,4.4,1.9,7.7,17.6,,108,99
2004-05,26,MIL,NBA,C,81,81,1783,7.2,13.4,.539,0.0,0.0,,7.2,13.4,.539,3.2,5.9,.538,7.7,12.2,20.0,0.9,1.4,3.1,2.4,6.6,17.6,,113,104
2005-06,27,MIL,NBA,C,74,0,885,10.2,18.4,.553,0.0,0.1,.000,10.2,18.3,.555,2.4,5.3,.461,5.4,8.4,13.8,1.4,1.5,2.6,2.1,10.2,22.8,,111,104
2006-07,28,MIL,NBA,C,54,8,840,6.7,14.1,.474,0.0,0.1,.000,6.7,14.0,.476,2.6,5.6,.467,5.8,9.4,15.2,1.8,1.4,2.0,3.0,8.7,16.0,,99,108
2007-08,29,MIL,NBA,C,51,4,534,6.3,15.2,.416,0.0,0.1,.000,6.3,15.1,.418,3.2,6.2,.524,6.6,7.6,14.2,1.1,2.0,2.4,3.3,8.2,15.8,,93,109
2008-09,30,MIL,NBA,C,67,26,941,6.4,13.4,.480,0.0,0.1,.000,6.4,13.3,.483,2.0,3.7,.544,5.2,8.8,14.1,2.1,1.8,2.4,2.3,8.9,14.9,,104,104
2009-10,31,MIL,NBA,C,32,6,314,6.5,14.8,.438,0.0,0.0,,6.5,14.8,.438,1.7,4.2,.400,6.3,9.0,15.3,2.0,1.5,2.2,2.5,10.5,14.7,,96,100
2010-11,32,TOT,NBA,C-PF,42,9,463,6.0,14.4,.419,0.0,0.1,.000,6.0,14.3,.422,1.1,3.0,.370,7.9,7.1,15.0,1.6,1.4,3.2,3.2,10.1,13.1,,93,108
2010-11,32,GSW,NBA,C,28,4,297,6.3,15.0,.420,0.0,0.2,.000,6.3,14.8,.425,0.9,2.4,.357,9.0,5.6,14.7,1.9,1.7,3.1,3.6,10.7,13.5,,94,109
2010-11,32,NJN,NBA,PF,14,5,166,5.5,13.2,.415,0.0,0.0,,5.5,13.2,.415,1.6,4.2,.385,5.8,10.0,15.8,1.0,1.0,3.5,2.6,9.0,12.5,,89,106
2011-12,33,NYK,NBA,C,2,0,13,0.0,7.9,.000,0.0,0.0,,0.0,7.9,.000,0.0,7.9,.000,4.0,15.9,19.8,0.0,4.0,4.0,4.0,15.9,0.0,,17,87
