Season,Team,Lg,Salary
2013-14,Portland Trail Blazers,NBA,"$2,316,720"
2014-15,Portland Trail Blazers,NBA,"$2,421,000"
2015-16,Portland Trail Blazers,NBA,"$2,525,160"
