Player,Sim,1,2,3
C.J. McCollum,,6.0,1.8,0.2
Jeff Teague,92.2,6.0,1.7,0.6
Vinnie Johnson,88.2,5.9,2.7,0.2
John Starks,86.9,6.4,2.4,0.0
Mike James,85.8,5.2,1.8,0.0
Brian Shaw,85.3,5.9,2.2,1.0
Danny Ainge,84.7,5.2,1.8,0.5
Randy Wittman,84.6,5.9,1.6,1.2
David Wesley,83.6,6.3,2.6,0.6
Craig Hodges,82.8,6.0,0.8,0.5
Bonzi Wells,82.5,5.9,3.1,0.1
