Player,Sim,1,2,3,4,5
C.J. McCollum,,6.0,1.8,0.2,,
Smush Parker,82.0,5.8,2.3,0.1,-0.1,-0.6
Walt Kirk,78.7,5.0,2.3,0.4,,
Evan Fournier,71.6,5.7,2.1,1.4,1.0,
Earl Shannon,71.0,7.0,0.6,0.0,,
Mike Barrett,70.2,4.9,2.7,-0.1,,
Michael Dickerson,69.8,5.5,2.2,1.8,0.1,-0.1
Ernie Calverley,68.7,5.5,0.7,-0.5,,
Ron Perry,68.6,4.4,1.4,0.3,,
Kent Bazemore,66.8,4.1,1.6,0.2,0.1,
Mel Riebe,66.6,4.2,2.2,0.0,,
