Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,24,DET,NBA,SG,17,659,.442,13.1,.911,.205,.092,.274,.340,.089,.453,.565,.571,.386,.408,.333,.624,.023,6,.778,.407,.273,1,0
2003-04,25,DET,NBA,SG,23,924,.447,11.8,.904,.252,.146,.237,.269,.096,.454,.627,.390,.417,.358,.385,.566,.010,4,.933,.385,.600,1,0
2004-05,26,DET,NBA,SG,25,1079,.453,11.4,.922,.243,.126,.311,.243,.078,.467,.557,.400,.449,.434,.294,.612,.014,5,1.000,.529,.278,1,0
2005-06,27,DET,NBA,SG,18,690,.413,11.5,.871,.284,.081,.287,.219,.129,.422,.614,.320,.281,.397,.350,.614,.006,2,.929,.625,.320,0,0
2006-07,28,DET,NBA,SG,16,638,.429,12.8,.921,.206,.060,.357,.298,.079,.431,.538,.467,.444,.333,.400,.540,.008,2,1.000,.500,.500,0,0
2007-08,29,DET,NBA,SG,17,656,.470,13.0,.909,.211,.084,.253,.361,.091,.486,.667,.375,.486,.408,.308,.635,.004,1,.875,.423,.273,0,0
2008-09,30,DET,NBA,SG,4,154,.356,14.3,.831,.220,.034,.153,.424,.169,.388,.538,.000,.333,.360,.200,.421,.000,0,1.000,.400,.250,0,0
2011-12,33,CHI,NBA,SG,6,171,.414,12.8,.914,.157,.214,.257,.286,.086,.422,.818,.333,.222,.450,.333,.778,.000,0,.500,.333,.500,1,0
2012-13,34,CHI,NBA,SG,4,68,.370,15.8,.741,.074,.111,.333,.222,.259,.350,.000,.667,.222,.500,.429,.571,.000,0,1.000,.143,.000,0,0
