Player,Sim,1,2,3,4,5
Eric Maynor,,1.9,1.5,0.2,0.1,-0.4
David Wingate,88.0,1.9,1.4,0.2,0.1,-0.5
Donald Sloan,81.2,2.0,2.0,0.3,0.1,-0.3
Steve Bracey,79.3,2.1,1.5,0.3,,
Bryce Drew,78.3,1.7,1.3,0.0,-0.1,-0.4
Anthony Carter,77.7,1.7,1.4,0.2,-0.2,-0.3
Richie Regan,73.4,1.6,1.5,0.4,,
Lloyd Daniels,73.2,1.8,1.1,0.2,0.1,0.0
Fred LaCour,72.2,1.7,1.7,-0.1,,
Em Bryant,71.9,2.0,1.9,0.5,0.1,-0.7
Alan Anderson,71.1,1.7,1.6,0.4,0.3,0.1
