Player,Sim,1,2,3,4,5
Eric Maynor,,1.9,1.5,0.2,0.1,-0.4
Donald Sloan,81.2,2.0,2.0,0.3,0.1,-0.3
Steve Bracey,79.3,2.1,1.5,0.3,,
Richie Regan,73.4,1.6,1.5,0.4,,
Lloyd Daniels,73.2,1.8,1.1,0.2,0.1,0.0
Fred LaCour,72.2,1.7,1.7,-0.1,,
Sidney Lowe,70.8,1.7,1.5,0.5,0.3,
Shane Larkin,70.4,1.7,1.4,-0.1,,
Isaiah Canaan,68.5,1.4,1.4,0.2,,
Kenny Rollins,67.6,2.6,1.5,0.1,,
Tony Snell,66.9,2.4,1.6,0.4,,
