Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,22,TOT,NBA,PG,81,1269,100%,,,,,+3.2,-2.0,56,18,11,0,,0,,594,0,11,30
2009-10,22,UTA,NBA,PG,26,363,100%,,,,,+1.6,-4.4,17,5,6,16,,4,,173,14,4,15
2009-10,22,OKC,NBA,PG,55,906,100%,,,,,+3.9,-0.4,39,13,5,42,,3,,421,19,7,15
2010-11,23,OKC,NBA,PG,82,1200,100%,,,,,+10.2,+8.5,42,24,11,45,,5,,552,26,5,18
2011-12,24,OKC,NBA,PG,9,137,100%,,,,,+8.6,+1.9,7,2,2,9,,0,,53,2,0,0
2012-13,25,TOT,NBA,PG-SG,64,963,63%,37%,,,,-3.0,-7.0,54,18,7,0,,0,0,415,0,5,12
2012-13,25,OKC,NBA,PG,37,391,100%,,,,,+3.2,-7.2,18,9,4,3,,0,1,168,8,3,4
2012-13,25,POR,NBA,SG,27,572,37%,63%,,,,-7.3,-4.4,36,9,3,17,,1,5,247,12,2,8
2013-14,26,TOT,NBA,PG,31,327,100%,,,,,-25.5,-21.4,19,8,2,0,0,0,0,124,0,1,3
2013-14,26,WAS,NBA,PG,23,215,100%,,,,,-27.2,-30.0,11,5,1,4,0,1,1,97,2,1,2
2013-14,26,PHI,NBA,PG,8,112,100%,,,,,-22.5,-12.1,8,3,1,3,0,0,0,27,4,0,1
