Player,Sim,1,2,3,4
Joel Freeland,,1.6,1.4,0.2,
Mickael Gelabale,94.9,1.5,1.3,0.2,
Rudy Macklin,88.4,1.8,1.4,0.1,
Tom Workman,84.4,1.4,1.3,0.4,0.1
Mike Muscala,84.2,1.9,1.6,0.2,
Thomas Robinson,83.7,1.6,1.5,0.6,-0.1
Kenny Battle,83.2,1.9,1.3,0.3,0.1
Derrick Chievous,81.2,1.6,1.2,-0.1,
Jon Brockman,80.0,1.9,1.7,0.1,
Andrew Nicholson,79.4,1.7,1.6,0.6,0.1
Jan Vesely,78.1,1.7,1.6,0.7,
