Player,Sim,1,2,3
Kyle Weaver,,1.2,0.3,0.0
Ronnie Price,86.9,1.1,0.4,0.1
Marco Belinelli,85.0,1.2,0.5,0.0
Mitchell Butler,84.7,1.1,0.3,-0.2
Tate George,82.9,1.1,0.4,-0.1
Keyon Dooling,82.9,1.4,0.3,0.0
Eddie Hughes,79.7,1.0,0.4,0.0
Elston Turner,79.4,1.4,0.3,0.1
Norris Cole,79.1,1.2,0.6,0.0
Reggie Bullock,78.5,1.2,0.2,0.1
Ernie DiGregorio,76.9,1.2,0.6,0.1
