Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,73,1379,3%,69%,27%,1%,,-1.7,+5.4,49,15,16,58,0,6,0,253,32,9,15
2 seasons,,OKC,NBA,,68,1310,1%,70%,28%,1%,,-1.8,+5.5,44,14,15,56,0,5,0,237,28,9,13
1 season,,UTA,NBA,,5,69,49%,43%,8%,,,0.0,+2.0,5,1,1,2,0,1,0,16,4,0,2
