Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,LAL,NBA,PG,80,3,11.5,1.3,3.3,.397,0.3,0.9,.301,1.0,2.4,.434,.439,1.0,1.5,.658,0.3,0.9,1.2,1.5,0.5,0.1,0.9,1.1,3.9
1997-98,23,LAL,NBA,PG,82,36,21.5,2.0,4.6,.434,0.4,1.0,.383,1.6,3.6,.448,.475,1.4,1.9,.757,0.5,1.9,2.4,4.1,0.9,0.1,1.5,1.5,5.8
1998-99,24,LAL,NBA,PG,50,21,22.6,2.0,5.3,.376,0.8,1.9,.392,1.2,3.3,.367,.449,1.2,1.6,.759,0.4,1.4,1.8,3.9,1.2,0.0,1.5,1.9,5.9
1999-00,25,LAL,NBA,PG,78,22,23.1,2.1,6.2,.346,0.7,2.1,.313,1.5,4.1,.363,.400,1.3,1.9,.724,0.3,1.6,1.8,2.8,1.0,0.0,1.0,1.9,6.3
2000-01,26,LAL,NBA,PG,20,20,35.5,3.9,9.4,.412,1.3,3.2,.397,2.6,6.2,.419,.479,2.5,3.1,.806,0.3,2.7,3.0,4.4,2.0,0.1,1.5,2.5,11.5
2001-02,27,LAL,NBA,PG,70,35,28.2,3.9,9.5,.411,2.1,5.0,.413,1.9,4.5,.410,.520,1.3,1.6,.847,0.2,1.9,2.1,2.6,0.9,0.1,0.9,1.7,11.2
2002-03,28,LAL,NBA,PG,82,82,34.5,4.1,9.5,.437,1.0,2.6,.401,3.1,6.9,.451,.492,1.2,1.5,.800,0.5,2.4,2.9,3.6,1.1,0.2,1.1,2.4,10.5
2003-04,29,LAL,NBA,SG,82,3,21.6,2.5,7.0,.352,0.6,2.2,.291,1.8,4.8,.380,.398,1.5,1.9,.797,0.4,1.5,1.9,2.3,1.3,0.0,1.0,1.4,7.1
2004-05,30,GSW,NBA,PG,74,32,30.0,4.0,10.2,.393,1.5,3.9,.371,2.6,6.3,.407,.465,2.4,2.7,.862,0.5,2.4,2.9,4.1,1.0,0.1,1.7,2.4,11.9
2005-06,31,GSW,NBA,PG,82,36,31.6,4.4,10.8,.410,1.4,3.6,.397,3.0,7.2,.417,.476,3.0,3.6,.833,0.4,2.1,2.6,4.3,1.5,0.1,1.9,2.9,13.3
2006-07,32,UTA,NBA,SG,82,61,27.9,3.1,8.2,.382,0.6,1.9,.308,2.6,6.3,.405,.418,3.2,3.7,.853,0.4,1.5,1.8,3.3,1.0,0.1,1.5,2.9,10.1
2007-08,33,LAL,NBA,PG,82,82,27.4,4.1,9.5,.436,1.4,3.4,.406,2.8,6.1,.453,.508,2.0,2.3,.883,0.3,1.8,2.1,2.9,1.0,0.0,1.1,2.3,11.7
2008-09,34,LAL,NBA,PG,82,82,29.8,3.6,8.4,.424,1.5,3.7,.397,2.1,4.7,.446,.512,1.3,1.6,.846,0.3,2.0,2.3,3.2,1.2,0.1,0.9,2.3,9.9
2009-10,35,LAL,NBA,PG,82,82,27.2,2.6,6.8,.380,1.0,2.7,.348,1.6,4.1,.401,.450,1.4,1.6,.856,0.3,1.8,2.1,2.5,1.1,0.1,1.0,2.5,7.5
2010-11,36,LAL,NBA,PG,82,82,28.0,2.5,6.5,.389,0.8,1.9,.396,1.7,4.5,.386,.449,1.0,1.3,.806,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,6.8
2011-12,37,TOT,NBA,PG,63,43,23.9,2.0,5.5,.371,0.6,1.7,.321,1.5,3.8,.393,.421,0.9,1.1,.851,0.2,1.7,1.9,2.7,0.8,0.1,1.2,1.9,5.6
2011-12,37,LAL,NBA,PG,43,43,25.6,2.1,5.6,.383,0.6,1.7,.324,1.6,3.9,.410,.433,1.0,1.2,.830,0.2,1.9,2.1,3.3,0.9,0.1,1.3,2.0,5.9
2011-12,37,OKC,NBA,PG,20,0,20.4,1.9,5.4,.343,0.6,1.8,.314,1.3,3.7,.356,.394,0.7,0.7,.929,0.1,1.4,1.5,1.4,0.6,0.1,0.8,1.6,4.9
2012-13,38,TOT,NBA,SG-PG,33,9,17.4,1.7,4.9,.342,0.9,2.4,.375,0.8,2.5,.309,.435,1.1,1.2,.921,0.1,1.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3
2012-13,38,DAL,NBA,PG,9,9,25.4,2.6,7.2,.354,1.1,2.6,.435,1.4,4.7,.310,.431,2.3,2.6,.913,0.0,1.7,1.7,3.4,0.6,0.2,2.0,2.7,8.6
2012-13,38,OKC,NBA,SG,24,0,14.4,1.3,4.0,.333,0.8,2.4,.351,0.5,1.6,.308,.438,0.6,0.6,.933,0.1,0.8,0.9,0.7,0.6,0.0,0.5,1.3,4.1
2013-14,39,OKC,NBA,SG,81,0,17.6,1.7,4.5,.391,1.1,2.8,.384,0.7,1.6,.402,.512,0.7,0.9,.775,0.1,1.4,1.5,1.4,0.9,0.0,0.6,1.9,5.2
