Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,LAL,NBA,PG,6,0,5.7,0.5,1.8,.273,0.0,0.8,.000,0.5,1.0,.500,.273,0.3,0.5,.667,0.0,0.5,0.5,1.0,0.2,0.0,1.0,0.7,1.3
1997-98,23,LAL,NBA,PG,13,13,21.4,2.1,5.2,.397,0.5,1.5,.300,1.6,3.7,.438,.441,1.4,2.2,.621,0.2,1.8,1.9,3.8,1.3,0.0,1.2,2.5,6.0
1998-99,24,LAL,NBA,PG,8,8,29.8,3.5,8.4,.418,1.3,3.6,.345,2.3,4.8,.474,.493,1.5,1.9,.800,0.8,2.9,3.6,4.9,1.0,0.0,1.4,2.5,9.8
1999-00,25,LAL,NBA,PG,21,0,15.3,1.6,3.8,.430,0.6,1.4,.414,1.0,2.4,.440,.506,0.9,1.2,.760,0.2,0.9,1.0,2.0,0.5,0.0,0.4,1.4,4.7
2000-01,26,LAL,NBA,PG,16,16,36.0,4.8,9.9,.484,2.2,4.3,.515,2.6,5.7,.462,.594,1.6,2.1,.765,0.3,3.5,3.8,3.0,1.3,0.1,0.8,2.8,13.4
2001-02,27,LAL,NBA,PG,19,19,34.2,3.2,8.8,.357,1.5,4.3,.358,1.6,4.6,.356,.443,2.3,2.9,.786,0.5,2.7,3.3,2.7,1.0,0.1,1.1,2.6,10.2
2002-03,28,LAL,NBA,PG,12,12,35.3,4.4,8.5,.520,2.4,3.9,.617,2.0,4.6,.436,.662,1.5,1.8,.818,0.4,2.6,3.0,1.8,1.5,0.1,1.5,3.3,12.8
2003-04,29,LAL,NBA,SG,22,0,23.0,2.7,6.7,.405,1.0,2.5,.418,1.7,4.2,.398,.483,1.0,1.6,.657,0.5,2.1,2.5,2.2,0.8,0.0,0.9,2.1,7.5
2006-07,32,UTA,NBA,SG,16,14,27.8,3.1,7.6,.405,0.8,2.0,.375,2.3,5.6,.416,.455,2.6,2.8,.933,0.3,1.3,1.6,2.6,1.0,0.1,1.2,3.2,9.5
2007-08,33,LAL,NBA,PG,21,21,31.6,3.1,7.0,.452,1.0,2.4,.440,2.1,4.6,.458,.527,2.9,3.5,.836,0.1,2.1,2.2,2.5,2.0,0.1,1.0,3.0,10.2
2008-09,34,LAL,NBA,PG,22,22,28.9,2.9,7.3,.394,0.9,3.0,.284,2.0,4.2,.473,.453,1.4,1.6,.861,0.3,1.7,2.0,2.2,1.0,0.0,1.1,2.8,8.0
2009-10,35,LAL,NBA,PG,23,23,32.8,3.6,8.0,.448,1.2,3.3,.360,2.4,4.7,.509,.522,2.0,2.4,.821,0.4,2.1,2.5,2.8,1.2,0.0,1.6,3.6,10.3
2010-11,36,LAL,NBA,PG,10,10,32.5,2.9,6.7,.433,0.7,1.7,.412,2.2,5.0,.440,.485,1.7,2.1,.810,0.1,2.6,2.7,3.6,1.4,0.2,0.8,2.5,8.2
2011-12,37,OKC,NBA,PG,20,0,22.3,2.5,5.9,.415,0.9,2.4,.375,1.6,3.5,.443,.492,0.5,0.5,1.000,0.1,1.5,1.6,1.3,0.9,0.1,0.3,1.9,6.3
2012-13,38,OKC,NBA,SG,11,0,23.7,2.9,6.4,.457,2.2,4.6,.471,0.7,1.7,.421,.629,0.7,1.1,.667,0.1,1.5,1.5,0.7,0.6,0.1,0.7,3.0,8.7
2013-14,39,OKC,NBA,SG,19,0,15.7,1.2,3.8,.315,0.6,2.2,.293,0.6,1.7,.344,.397,0.8,0.8,1.000,0.3,1.4,1.7,0.8,0.7,0.0,0.3,1.4,3.8
