Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,LAL,NBA,PG,20,709,100%,,,,,+12.7,+10.8,12,10,7,17,,4,,194,18,6,16
2001-02,27,LAL,NBA,PG,70,1974,99%,1%,,,,+9.4,+4.0,39,17,6,43,,3,,388,32,6,20
2002-03,28,LAL,NBA,PG,82,2829,100%,,,,,+4.5,+7.5,62,15,17,62,,12,,669,41,14,19
2003-04,29,LAL,NBA,SG,82,1769,59%,41%,,,,+2.5,-2.6,46,22,11,29,,7,,403,45,17,26
2004-05,30,GSW,NBA,PG,74,2222,79%,21%,,,,-2.2,+0.4,82,32,15,52,,8,,672,53,8,29
2005-06,31,GSW,NBA,PG,82,2589,94%,5%,1%,,,-0.9,+2.5,95,40,21,76,,15,,790,82,17,35
2006-07,32,UTA,NBA,SG,82,2287,29%,71%,,,,+3.7,+0.9,66,23,31,72,,25,,580,88,22,46
2007-08,33,LAL,NBA,PG,82,2249,97%,3%,,,,+6.7,-2.2,59,17,14,77,,10,,532,58,14,37
2008-09,34,LAL,NBA,PG,82,2441,100%,,,,,+11.1,+7.5,56,9,7,81,,4,,584,38,8,32
2009-10,35,LAL,NBA,PG,82,2227,99%,1%,,,,+7.9,+6.4,51,16,11,78,,7,,434,47,10,24
2010-11,36,LAL,NBA,PG,82,2297,98%,2%,,,,+10.4,+8.5,54,7,9,81,,8,,498,36,9,30
2011-12,37,TOT,NBA,PG,63,1508,99%,1%,,,,+5.0,+1.1,55,12,6,0,,0,,360,0,5,22
2011-12,37,LAL,NBA,PG,43,1101,98%,2%,,,,+2.5,+1.5,44,9,5,27,,5,,297,16,2,17
2011-12,37,OKC,NBA,PG,20,407,100%,,,,,+12.0,+6.0,11,3,1,10,,1,,63,7,3,5
2012-13,38,TOT,NBA,SG-PG,33,575,31%,69%,,,,+5.6,+1.2,20,5,5,0,,0,0,104,0,2,7
2012-13,38,DAL,NBA,PG,9,229,71%,29%,,,,+3.3,+4.3,12,4,2,5,,1,0,70,10,1,3
2012-13,38,OKC,NBA,SG,24,346,4%,96%,,,,+7.1,-2.9,8,1,3,10,,3,0,34,7,1,4
2013-14,39,OKC,NBA,SG,81,1428,49%,51%,,,,+8.8,+3.1,31,13,4,42,9,2,5,255,23,5,8
