Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,LAL,NBA,PG,6,0,34,3,11,.273,0,5,.000,3,6,.500,.273,2,3,.667,0,3,3,6,1,0,6,4,8
1997-98,23,LAL,NBA,PG,13,13,278,27,68,.397,6,20,.300,21,48,.438,.441,18,29,.621,2,23,25,49,17,0,15,33,78
1998-99,24,LAL,NBA,PG,8,8,238,28,67,.418,10,29,.345,18,38,.474,.493,12,15,.800,6,23,29,39,8,0,11,20,78
1999-00,25,LAL,NBA,PG,21,0,322,34,79,.430,12,29,.414,22,50,.440,.506,19,25,.760,4,18,22,41,11,1,9,30,99
2000-01,26,LAL,NBA,PG,16,16,576,77,159,.484,35,68,.515,42,91,.462,.594,26,34,.765,5,56,61,48,21,1,12,44,215
2001-02,27,LAL,NBA,PG,19,19,649,60,168,.357,29,81,.358,31,87,.356,.443,44,56,.786,10,52,62,52,19,1,20,49,193
2002-03,28,LAL,NBA,PG,12,12,424,53,102,.520,29,47,.617,24,55,.436,.662,18,22,.818,5,31,36,22,18,1,18,39,153
2003-04,29,LAL,NBA,SG,22,0,507,60,148,.405,23,55,.418,37,93,.398,.483,23,35,.657,10,46,56,49,18,0,19,47,166
2006-07,32,UTA,NBA,SG,16,14,445,49,121,.405,12,32,.375,37,89,.416,.455,42,45,.933,4,21,25,42,16,2,19,51,152
2007-08,33,LAL,NBA,PG,21,21,663,66,146,.452,22,50,.440,44,96,.458,.527,61,73,.836,2,45,47,52,43,3,20,62,215
2008-09,34,LAL,NBA,PG,22,22,635,63,160,.394,19,67,.284,44,93,.473,.453,31,36,.861,7,38,45,49,21,1,24,61,176
2009-10,35,LAL,NBA,PG,23,23,754,82,183,.448,27,75,.360,55,108,.509,.522,46,56,.821,9,49,58,64,28,1,36,83,237
2010-11,36,LAL,NBA,PG,10,10,325,29,67,.433,7,17,.412,22,50,.440,.485,17,21,.810,1,26,27,36,14,2,8,25,82
2011-12,37,OKC,NBA,PG,20,0,446,49,118,.415,18,48,.375,31,70,.443,.492,9,9,1.000,2,30,32,25,17,2,6,37,125
2012-13,38,OKC,NBA,SG,11,0,261,32,70,.457,24,51,.471,8,19,.421,.629,8,12,.667,1,16,17,8,7,1,8,33,96
2013-14,39,OKC,NBA,SG,19,0,299,23,73,.315,12,41,.293,11,32,.344,.397,15,15,1.000,6,27,33,16,13,0,6,27,73
