Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,POR,NBA,PF,8,19,,,88%,12%,,-61.1,-59.8,1,0,0,0,,0,,2,1,0,1
2004-05,20,POR,NBA,SF,59,793,,7%,64%,29%,,-6.4,-2.3,20,10,9,31,,0,,75,34,5,15
2005-06,21,POR,NBA,PF,69,1153,,,23%,73%,4%,-13.8,-4.0,8,12,17,47,,10,,75,37,3,21
2006-07,22,POR,NBA,PF,67,1532,,,23%,76%,1%,-4.4,+1.0,25,18,23,73,,14,,118,82,12,25
2007-08,23,POR,NBA,PF,82,2186,,,19%,81%,,-3.2,-4.1,30,36,41,75,,19,,261,128,19,53
2008-09,24,POR,NBA,SF,81,2246,,,66%,34%,,+3.7,-6.0,29,28,37,64,,15,,201,100,15,48
2009-10,25,TOT,NBA,SF,34,730,,1%,52%,47%,1%,-4.3,-2.9,9,13,10,0,,0,,83,0,4,11
2009-10,25,POR,NBA,SF,11,231,,,17%,83%,,+7.3,+3.6,1,5,6,3,,1,,19,7,0,7
2009-10,25,LAC,NBA,SF,23,499,,1%,68%,31%,1%,-9.7,-3.1,8,8,4,20,,1,,64,19,4,4
2010-11,26,NJN,NBA,SF,82,2358,,,83%,17%,,-8.8,-4.1,28,19,24,69,,8,,193,70,14,33
2011-12,27,SAC,NBA,SF,39,500,,,56%,42%,2%,-5.1,+1.1,9,6,5,18,,2,,36,21,2,10
2012-13,28,SAC,NBA,SF,38,444,,,64%,36%,,-5.8,-0.5,10,5,4,16,,3,1,49,22,3,4
2013-14,29,SAC,NBA,SF,63,1065,,7%,54%,37%,1%,-4.8,-2.2,16,4,6,51,1,2,6,105,16,1,11
