Season,Team,Lg,Salary
2012-13,Cleveland Cavaliers,NBA,"$1,563,120"
2013-14,Cleveland Cavaliers,NBA,"$1,633,440"
2014-15,Boston Celtics,NBA,"$1,703,760"
2015-16,Boston Celtics,NBA,"$2,616,975"
