Player,Sim,1,2,3,4
Tyler Zeller,,6.5,2.6,2.0,1.7
Anderson Varejao,90.1,6.6,3.0,2.4,2.3
Metta World Peace,89.8,7.2,2.7,2.3,1.9
Alan Henderson,89.6,6.0,3.1,2.0,1.3
Bo Outlaw,89.3,6.1,2.5,2.3,2.3
Lamar Odom,87.3,6.5,3.2,2.2,0.7
Jim Baechtold,84.7,6.0,3.2,2.6,2.1
Monk Meineke,84.0,6.1,3.7,2.6,1.8
Chuck Hayes,83.7,6.4,4.4,2.4,1.6
George Carter,83.5,6.4,2.9,2.2,0.0
Harvey Grant,82.6,6.7,4.3,2.6,1.7
