Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,125,4034,1%,19%,80%,,,+0.5,-7.9,33,16,29,96,0,17,0,380,26,4,32
8 seasons,,SAS,NBA,,122,3976,1%,19%,80%,,,+0.8,-8.1,31,16,29,93,0,17,0,376,26,4,31
1 season,,MIA,NBA,,3,58,,,88%,12%,,-21.4,+3.7,2,0,0,3,0,0,0,4,0,0,1
